Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,RAM,Storage Capacity,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Payment Method,Purchase Date,Ship Date,Channel,Priority,Cost of Repairs,Total Sales per Employee,PC Market Price,Finance Amount,Credit Score,Discount Amount,Cost Price,Sale Price
Africa,Ethiopia,"Southern Nations, Nationalities, and Peoples Region (SNNPR)",Mini Tech,7,Dell,XPS,HDD,4GB,256GB,Chad,Rosales,258.420.6419x4769,austinterry@example.com,Alexa Hopkins,Repairs,Cash,45214,N/A,Offline,Low,2711,796,10284,0,625,928,8835,11843
Africa,Tanzania,Rukwa,Benjis Tech,6,Acer,Swift 3,HDD,4GB,500GB,Samantha,Benjamin,001-198-556-0072x81096,michele85@example.com,Alicia Evans,Repairs,Cash,45249,N/A,Offline,Medium,1716,521,29668,0,497,143,28639,31606
North America,Florida,Hialeah,GH PC Shop,7,Samsung,Galaxy Chromebook 2,HDD,16GB,256GB,Brian,Thomas,(647)260-3045x786,petersonolivia@example.org,Deborah Anderson MD,Repairs,Finance,44865,N/A,Offline,Low,1741,662,22898,25112,839,441,19166,23598
Africa,Ghana,Greater Accra,Benjis Tech,4,Lenovo,ThinkPad X1 Yoga,SSD,8GB,500GB,Matthew,Perez,(436)465-4594x80681,vbaker@example.org,Sheila Nichols,Repairs,Cash,44968,N/A,Offline,Low,1428,82,32463,0,635,961,29185,34005
Africa,Nigeria,Jigawa,KyaSand Tech Gadgets,5,HP,Omen,HDD,2GB,1TB,Victor,Hunter,939.848.7115,ryanperez@example.net,Jennifer Marshall,Second-hand Sales,Cash,44725,44735,Online,Low,0,54,18071,0,415,534,16271,19836
North America,Pennsylvania,Altoona,Greens Laptops and PCs,6,Samsung,Notebook 9,HDD,2GB,1TB,Alexander,Miller,(695)288-3460x33132,shannonlam@example.com,Leah Watts,Returns,Bank Transfer,44479,44499,Online,Medium,0,456,26674,0,816,483,25185,28086
Africa,Morocco,Berkane,KyaSand Tech Gadgets,2,Microsoft,Surface Go,HDD,8GB,1TB,Michael,Bailey,050.464.6061,angelasims@example.net,Gina Day,Second-hand Sales,Finance,44356,N/A,Offline,High,0,717,15990,25885,796,497,14113,18344
Africa,Botswana,Central,S & A Computer Place,9,MSI,Modern 15,HDD,4GB,500GB,Sarah,Howard,191-071-0421,sullivanchad@example.net,Heather Singleton,Returns,Cash,44434,N/A,Offline,High,0,10,11336,0,563,331,7830,11407
Africa,Botswana,Kgalagadi,ABC Computers,7,Samsung,Notebook 7 Spin,HDD,8GB,500GB,William,Garcia,(595)047-1260,kmoran@example.net,Heather Singleton,Repairs,Finance,44525,44528,Online,High,2097,147,25536,3487,648,697,21756,26247
North America,Illinois,Elgin,DEF Machines,1,Lenovo,ThinkCentre M920 Tiny,HDD,16GB,1TB,William,Cook,+1-033-879-5375x8848,hornangel@example.net,Jerry Cox,New Sales,Bank Transfer,44652,N/A,Offline,High,0,984,26434,0,439,629,26313,30575
North America,Illinois,Oak Lawn,Benjis Tech,8,Apple,Apple MacBook Air,HDD,8GB,1TB,Jeffrey,Freeman,367-079-9894,rubiodanielle@example.net,Katie Fernandez,Second-hand Sales,Cash,44904,N/A,Offline,Low,0,573,28847,0,831,422,24936,28887
Africa,Angola,Zaire,Mini Tech,3,HP,ZBook,HDD,8GB,500GB,Sarah,Maxwell,2342022014,megan22@example.com,Cassidy Mason,Repairs,Bank Transfer,45316,45346,Online,Medium,3951,420,5498,0,730,568,3730,5848
North America,New York,Saratoga Springs,ABC Computers,7,Lenovo,ThinkPad P15s,SSD,8GB,500GB,Alison,Molina,(096)368-7764x735,ewood@example.com,Jake Lee,Second-hand Sales,Finance,44860,N/A,Offline,High,0,272,12549,4690,829,699,9820,12780
Africa,Egypt,Faiyum,Western International PCs,1,HP,Chromebook,SSD,2GB,256GB,Wayne,Kelly,+1-181-489-2748x0621,matthewmartinez@example.org,Jeffrey Nelson,New Sales,Bank Transfer,45319,N/A,Offline,Medium,0,312,11898,0,415,832,7825,12452
North America,Illinois,Cicero,KyaSand Tech Gadgets,7,MSI,GS66 Stealth,HDD,16GB,256GB,Tammie,Porter,603-661-8254x4485,kevinmiller@example.com,Jason Phillips,Repairs,Cash,44534,44547,Online,Low,1987,817,16348,0,545,202,14266,18454
Africa,Botswana,Kweneng,GHI Machines,2,HP,Elitebook,SSD,16GB,256GB,Tyler,Freeman,312.013.2314x3433,lynn14@example.org,Heather Singleton,New Sales,Cash,44599,N/A,Offline,Low,0,554,22599,0,575,684,21791,24314
North America,North Carolina,Rocky Mount,Frankies Hardware and Software,4,Apple,Apple Macintosh Classic,SSD,16GB,256GB,Amanda,Johnson,001-289-905-5996x63652,michael46@example.net,Tamara Clark,Repairs,Finance,45039,N/A,Offline,Medium,3236,816,16802,39159,490,493,13767,17927
North America,Texas,Denton,Frankies Hardware and Software,5,Toshiba,Satellite,HDD,16GB,256GB,Kendra,Frost,892-695-0752x28284,deborahnorman@example.com,Amanda Brown,New Sales,Finance,44779,44780,Online,Low,0,462,18179,29886,660,488,15029,19020
North America,California,Bakersfield,Ricks Computers,7,Asus,ProArt StudioBook Pro X,SSD,4GB,1TB,Travis,Snyder,580-793-6204x30100,andrea51@example.com,Rachel Mitchell,New Sales,Cash,44486,N/A,Offline,High,0,286,20291,0,533,463,19758,21801
North America,Ohio,Elyria,CK Tech Store,6,Toshiba,Dynabook,HDD,4GB,1TB,Jay,Coleman,+1-483-919-4357x562,amanda92@example.net,Erin Tucker,Returns,Bank Transfer,44303,44312,Online,Low,0,34,10055,0,671,756,7892,11571
Africa,Morocco,Khenifra,LJ Computers,10,Dell,G Series,HDD,4GB,500GB,Vanessa,Ramsey,(254)855-0652,pamela43@example.org,Brian Johnson,New Sales,Bank Transfer,44813,44826,Online,High,0,628,30290,0,433,582,28418,31622
Africa,Tanzania,Katavi,Ricks Computers,6,Dell,G Series,SSD,16GB,1TB,Kathy,Smith,(179)318-4330,brucesmith@example.net,Jennifer Morales,New Sales,Finance,44716,N/A,Offline,Medium,0,57,14756,15107,798,589,14639,18961
Africa,Ethiopia,Tigray,DEF Machines,3,MSI,GE76 Raider,SSD,8GB,256GB,Vanessa,Keller,001-744-649-5754,marcusfitzgerald@example.net,Joseph Good,Second-hand Sales,Cash,44529,N/A,Offline,Low,0,396,27579,0,421,60,24154,28230
North America,Michigan,Muskegon,Greens Laptops and PCs,2,Acer,Spin 5,SSD,4GB,500GB,Michael,Scott,001-184-057-6079x2165,weavermelissa@example.net,Tiffany Velez,Repairs,Bank Transfer,44367,44386,Online,High,2495,579,12597,0,634,794,12164,14484
Africa,South Africa,North West,S & A Computer Place,7,Acer,Predator Helios 300,HDD,16GB,1TB,Curtis,Cruz,918.677.8158,james54@example.com,Mrs. Barbara Davenport,Second-hand Sales,Finance,45143,N/A,Offline,Low,0,528,19562,19062,489,584,18437,20810
Africa,Angola,Huambo,A & A PCs,3,Lenovo,ThinkCentre M920 Tiny,SSD,4GB,256GB,Kenneth,Caldwell,167.663.3794x29334,roypierce@example.net,Cassidy Mason,Returns,Finance,44767,44768,Online,High,0,167,11317,3396,849,530,9703,13305
Africa,Ethiopia,Tigray,Ricks Computers,1,HP,Pavilion,SSD,2GB,500GB,Lisa,Ashley,-968,irwintara@example.org,Rachel Guerrero,Repairs,Finance,45059,N/A,Offline,Low,4203,676,7981,6112,613,879,5738,10042
North America,Ohio,Strongsville,KyaSand Tech Gadgets,1,Microsoft,Surface Go,SSD,8GB,500GB,Matthew,Jones,324.931.9080,reeveslisa@example.net,Roger Cole,Second-hand Sales,Bank Transfer,44717,N/A,Offline,Low,0,445,11717,0,710,763,8984,12054
Africa,Botswana,Kgatleng,DEF Machines,10,Acer,Aspire 5,HDD,16GB,500GB,Anthony,Mcdonald,(092)432-0711,denise18@example.com,Heather Singleton,New Sales,Finance,44820,44830,Online,High,0,467,26028,29403,836,760,25292,28713
Africa,Botswana,Kgalagadi,Frankies Hardware and Software,1,Lenovo,ThinkPad P15s,SSD,4GB,1TB,Kyle,Nichols,004-198-4061x5102,ohernandez@example.net,Lisa Williams,Returns,Finance,44492,44511,Online,Medium,0,182,25327,45745,551,176,22513,25674
North America,Georgia,Savannah,KyaSand Tech Gadgets,8,Acer,Aspire E 15,SSD,8GB,500GB,Lauren,Lewis,102-391-1111x772,shannon89@example.net,Kimberly Smith,Returns,Finance,44847,N/A,Offline,High,0,180,12727,26140,637,555,12645,15813
North America,California,Irvine,Western International PCs,7,Dell,OptiPlex,HDD,8GB,256GB,Andrew,Tran,+1-396-932-1135x799,zbush@example.com,Andrew Miranda,Second-hand Sales,Finance,45293,45296,Online,Low,0,352,12163,2535,428,281,11502,13805
Africa,Egypt,Asyut,GH PC Shop,3,Acer,Nitro 5,HDD,8GB,256GB,Jacob,Gill,089.969.6753x6994,craigmoore@example.org,Kelly Christian,New Sales,Bank Transfer,44927,N/A,Offline,Medium,0,307,19641,0,624,171,17148,20061
Africa,Nigeria,Ogun,Benjis Tech,3,Dell,Venue,SSD,16GB,256GB,Tammy,Murray,491.341.2276x14666,jack53@example.net,Randy Dillon,Returns,Finance,44690,44693,Online,High,0,924,4911,33419,678,305,4194,9142
Africa,Morocco,Oued Ed-Dahab,Greens Laptops and PCs,6,Apple,Apple PowerBook G4,HDD,16GB,256GB,Claudia,Lowe,495-747-8463,mitchell18@example.com,John Whitney,Second-hand Sales,Bank Transfer,45309,45310,Online,Low,0,439,30348,0,428,357,28609,30788
Africa,Tanzania,Lindi,ABC Computers,4,Dell,G Series,HDD,16GB,1TB,Adam,Flynn,908-555-6519,zfreeman@example.org,David Osborn,Returns,Bank Transfer,45352,45357,Online,High,0,38,26148,0,653,982,24908,28683
Africa,Kenya,Mandera,S & A Computer Place,1,MSI,GS66 Stealth,SSD,2GB,256GB,Kayla,Brown,001-450-281-2194x6526,vroberson@example.org,Jason Robinson,Repairs,Finance,44451,44463,Online,Low,4834,217,10873,46851,698,714,9530,13495
Africa,Egypt,Sohag,Benjis Tech,1,MSI,GP65 Leopard,SSD,16GB,1TB,Leslie,Brock,001-693-649-5439x46438,jeffreyjackson@example.com,Evan Scott,Repairs,Finance,44605,N/A,Offline,Medium,1278,650,26607,45934,489,580,24389,28042
North America,New York,Glen Cove,DEF Machines,6,MSI,GE76 Raider,HDD,16GB,1TB,Christine,Simon,1553928987,courtney74@example.com,Natalie Jimenez,New Sales,Finance,44887,N/A,Offline,High,0,809,6612,41134,706,522,3287,8286
Africa,Kenya,Narok,Greens Laptops and PCs,10,MSI,GP65 Leopard,HDD,4GB,1TB,Justin,Foster,(917)040-3456,richardkim@example.com,Jason Robinson,Returns,Finance,45278,45292,Online,High,0,809,6346,17891,696,309,4869,6898
Africa,Egypt,Minya,A & A PCs,2,Acer,ConceptD 5,SSD,2GB,256GB,Kevin,Guzman,041-890-7234x15689,hunterjennifer@example.com,Mario Daniel,Returns,Cash,45346,45370,Online,Low,0,918,22306,0,701,896,19502,23673
Africa,Ethiopia,Oromia,DEF Machines,1,Apple,Apple PowerBook G4,SSD,8GB,1TB,Jackie,Thomas,417.492.2922x035,areyes@example.org,Jacob Spencer,Second-hand Sales,Cash,45100,45114,Online,High,0,106,6709,0,538,9,6112,8848
Africa,South Africa,Eastern Cape,A & A PCs,10,MSI,GP65 Leopard,SSD,8GB,500GB,Carrie,White,(661)958-4472x9722,kmeyer@example.org,Daniel Lane,New Sales,Finance,45020,N/A,Offline,Medium,0,853,19048,43368,771,755,19022,23186
North America,Texas,Abilene,ABC Computers,1,MSI,Alpha 15,SSD,2GB,500GB,Patricia,Moss,755.305.5371x8477,harveyjames@example.net,Lauren Morales,Returns,Bank Transfer,44816,44828,Online,Medium,0,765,14809,0,634,681,14545,18693
North America,Ohio,Columbus,LJ Computers,9,Acer,Aspire 5,HDD,16GB,256GB,Michael,Ritter,(357)710-6825x35078,cheryllewis@example.org,Mr. Nathan Douglas,Returns,Bank Transfer,44678,N/A,Offline,Low,0,538,10076,0,678,322,7090,11787
North America,Pennsylvania,Pittsburgh,Benjis Tech,6,HP,Stream,SSD,16GB,1TB,Manuel,Moyer,(298)823-4484x9369,cfreeman@example.org,Michael Chan,Second-hand Sales,Bank Transfer,44978,N/A,Offline,Medium,0,424,4246,0,466,980,3643,6046
Africa,Egypt,Kafr El Sheikh,ABC Computers,3,Toshiba,Satellite,SSD,8GB,1TB,Jennifer,Palmer,(481)281-7728x6836,barbara33@example.net,Evan Scott,New Sales,Finance,44352,N/A,Offline,Medium,0,856,8417,22180,473,829,7235,9722
Africa,Tanzania,Iringa,KyaSand Tech Gadgets,1,Acer,Nitro 5,HDD,2GB,1TB,Benjamin,Mercado,2704533034,rachel55@example.org,Aaron Taylor,Second-hand Sales,Cash,44564,N/A,Offline,Low,0,211,10618,0,618,79,9565,13715
North America,Ohio,Warren,GHI Machines,1,Dell,Vostro,HDD,4GB,500GB,Debra,Jackson,+1-461-248-3039x572,erik00@example.org,Roger Cole,Returns,Cash,44831,N/A,Offline,Medium,0,659,6544,0,693,20,5650,10570
Africa,Ethiopia,"Southern Nations, Nationalities, and Peoples Region (SNNPR)",Western International PCs,4,Microsoft,Surface Laptop,HDD,16GB,256GB,Elizabeth,Holden,+1-841-017-6307x29439,ekirby@example.org,Kenneth Herring,Second-hand Sales,Cash,44760,N/A,Offline,High,0,542,15596,0,553,151,14969,19134
Africa,Tanzania,Pwani,Western International PCs,2,Apple,Apple Macintosh Classic,SSD,4GB,500GB,Carrie,Parrish,645.426.0376x94113,david68@example.net,Corey Rasmussen,Second-hand Sales,Finance,44518,N/A,Offline,Low,0,177,14242,12439,486,390,12867,17235
Africa,Ghana,Greater Accra,KyaSand Tech Gadgets,3,Asus,VivoBook S14,HDD,4GB,500GB,Denise,Torres,+1-714-334-1544x7733,colonandrea@example.org,Krista Wu,New Sales,Finance,44803,44825,Online,Low,0,609,23936,17942,427,980,23068,26108
Africa,Tanzania,Mwanza,CK Tech Store,9,MSI,Alpha 15,SSD,8GB,256GB,Natasha,Moreno,628.092.6650x802,imorris@example.org,David Osborn,Returns,Cash,44475,N/A,Offline,High,0,453,18908,0,565,637,18233,20343
Africa,Kenya,Makueni,GH PC Shop,3,Dell,Venue,HDD,2GB,256GB,Angela,Richards,996-684-5471,chadharrington@example.net,Danielle Cole,New Sales,Bank Transfer,44712,N/A,Offline,Medium,0,374,30147,0,616,382,28753,30766
North America,Michigan,Midland,ABC Computers,5,Apple,Apple MacBook Air,HDD,2GB,1TB,Matthew,Garza,130081376,zmarshall@example.org,Elizabeth Martinez,New Sales,Bank Transfer,45250,N/A,Offline,High,0,482,17892,0,419,614,15089,18031
North America,North Carolina,Durham,KyaSand Tech Gadgets,10,Acer,ConceptD 5,SSD,4GB,500GB,Amber,Hays,652.609.8865,sanchezjohn@example.org,Craig Wheeler,Repairs,Finance,45044,45053,Online,Low,2702,43,12636,43352,832,855,9592,14041
North America,Florida,St. Petersburg,Mini Tech,6,Apple,Apple Mac Pro,HDD,16GB,500GB,Matthew,Cook,+1-974-249-9664x6927,vjohnson@example.net,Tanya Mcclure,New Sales,Bank Transfer,45005,45010,Online,Medium,0,609,16947,0,405,933,15515,19232
Africa,Egypt,Sohag,Jacks Hardware,5,Apple,Apple Mac Pro,HDD,4GB,500GB,Daniel,Jones,344-032-5270,dmyers@example.com,Robert Hudson,Returns,Cash,45233,45234,Online,Low,0,357,14148,0,529,961,10858,15549
North America,Ohio,Middletown,A & A PCs,7,HP,Elitebook,SSD,2GB,1TB,Evan,Sanchez,(196)156-4454x144,harrisonkeith@example.org,Mr. Nathan Douglas,Second-hand Sales,Bank Transfer,44583,N/A,Offline,Medium,0,835,25684,0,539,71,24894,29663
Africa,Kenya,Vihiga,Benjis Tech,1,Microsoft,Surface Duo,HDD,16GB,256GB,Amanda,Boyle,(120)725-0319x3874,garydavis@example.com,Kenneth Moore,Repairs,Cash,44292,N/A,Offline,Medium,4514,657,18408,0,757,738,17608,21097
North America,Texas,Tyler,GHI Machines,5,MSI,GP65 Leopard,SSD,8GB,500GB,Keith,Gonzalez,(584)713-7319,jessicawaller@example.net,Michael Koch,Repairs,Finance,44352,N/A,Offline,Medium,3022,475,26690,26999,586,110,23669,28646
North America,Illinois,Rockford,GHI Machines,10,HP,Envy,SSD,4GB,500GB,Elizabeth,Sanchez,(364)390-4000,tthompson@example.net,Jason Phillips,Second-hand Sales,Cash,45165,N/A,Offline,High,0,666,22980,0,843,753,20532,23217
Africa,Egypt,North Sinai,XYZ Tech,4,Toshiba,Qosmio,SSD,8GB,256GB,John,Jacobson,033.701.3107x2960,jefflawrence@example.net,Robert Hudson,Second-hand Sales,Finance,44558,44565,Online,Medium,0,40,7535,38706,709,767,6770,8868
North America,Georgia,Kennesaw,S & A Computer Place,1,Lenovo,ThinkPad X1 Carbon,SSD,2GB,256GB,Steven,Mcclure,045.338.3406x40201,allisonwarren@example.net,Joe Thomas,Repairs,Finance,44506,44509,Online,Medium,3763,677,8320,10490,569,57,5406,9509
North America,Georgia,Milledgeville,ABC Computers,1,Apple,Apple iMac,SSD,4GB,500GB,Sandra,Tran,+1-598-698-8058x87186,xevans@example.com,Chris Jones,Second-hand Sales,Bank Transfer,45252,45270,Online,High,0,520,11803,0,657,583,8549,11990
Africa,Morocco,Marrakesh-Safi,Mini Tech,2,Acer,Chromebook Spin 311,HDD,8GB,256GB,Crystal,Fernandez,157.338.3089x0071,matthew05@example.com,Kelly Mitchell,Second-hand Sales,Finance,45222,N/A,Offline,Medium,0,571,8663,8489,756,815,7000,11768
Africa,South Africa,Gauteng,Ricks Computers,2,Microsoft,Surface Neo,HDD,2GB,256GB,Bianca,Rivas,+1-983-410-7482x109,ojames@example.org,Mark Landry,Second-hand Sales,Finance,44851,N/A,Offline,Low,0,606,17991,41879,830,437,14898,18814
Africa,Botswana,Southern,CK Tech Store,5,MSI,GF63 Thin,SSD,16GB,500GB,Timothy,Bell,548-712-5673x8422,toddjoseph@example.org,Susan Nelson,New Sales,Bank Transfer,44732,N/A,Offline,Low,0,146,24299,0,710,140,22378,27183
Africa,Nigeria,Zamfara,XYZ Tech,4,Dell,Venue,HDD,16GB,1TB,Garrett,Solis,105-418-4818x828,martinmorgan@example.com,Lisa Morgan,Repairs,Bank Transfer,45152,45177,Online,Low,3679,576,31299,0,791,215,29447,34177
Africa,Angola,Cuando Cubango,Frankies Hardware and Software,7,HP,ZBook,HDD,2GB,500GB,Ana,Church,001-018-693-2134x927,qvance@example.org,Ruben Snow,Second-hand Sales,Cash,44893,44894,Online,High,0,188,3659,0,485,882,3235,5555
Africa,Ethiopia,Dire Dawa,GH PC Shop,6,Asus,ROG Zephyrus S GX701,HDD,2GB,256GB,Sarah,Houston,(661)451-9433,tbuck@example.net,Steven Walls,Repairs,Bank Transfer,45084,N/A,Offline,Medium,2213,540,16641,0,425,964,14234,17199
Africa,Tanzania,Manyara,LJ Computers,5,Apple,Apple Power Mac G5,SSD,2GB,256GB,Paul,Padilla,682.151.5564x33964,daniellarson@example.net,Tara Price,Second-hand Sales,Bank Transfer,44397,44410,Online,Low,0,69,20568,0,623,305,19070,22280
North America,Michigan,Ann Arbor,LJ Computers,5,Toshiba,Dynabook,SSD,8GB,1TB,Tyler,Ramsey,+1-210-237-6464x09018,silvastanley@example.net,Tiffany Velez,Returns,Finance,44758,N/A,Offline,Low,0,282,9747,23368,839,294,9201,13074
North America,Florida,Tampa,Ricks Computers,8,Samsung,Notebook Flash,SSD,2GB,1TB,Ashley,Poole,-7504,kevin84@example.com,Raymond Larson,Returns,Cash,44556,N/A,Offline,High,0,998,6902,0,808,895,5592,8819
North America,Florida,Miami Beach,Jacks Hardware,9,HP,Probook,SSD,2GB,1TB,Linda,Sanchez,284.042.9854,adam95@example.org,Mark Evans,Returns,Bank Transfer,45092,N/A,Offline,Medium,0,644,27369,0,502,562,26263,31191
North America,California,San Diego,XYZ Tech,10,Asus,TUF Gaming A15,SSD,8GB,1TB,Brett,Hicks,617-020-4735x35215,zgregory@example.com,Amber Montgomery,Repairs,Finance,45164,45177,Online,Medium,1635,113,12762,45448,718,197,9531,13309
North America,Illinois,Champaign,Ricks Computers,10,HP,Elitebook,SSD,16GB,500GB,Brian,Wu,646-841-9977x10183,dclarke@example.com,Ashley Jones,Repairs,Cash,45135,45139,Online,Low,2813,168,19872,0,701,639,17988,22654
North America,Pennsylvania,Philadelphia,Mini Tech,2,Dell,G Series,HDD,16GB,500GB,Tyler,Marshall,459-483-5633,scottcameron@example.org,Michael Chan,Repairs,Finance,45347,45354,Online,Low,1456,835,8389,34856,770,418,6719,9116
North America,Georgia,Dunwoody,GHI Machines,8,Asus,VivoBook Flip 14,SSD,8GB,500GB,Adam,Frazier,052-959-5276x987,smithvanessa@example.com,Michael Collins,Repairs,Finance,45279,45280,Online,Medium,4733,293,10700,33815,489,687,8754,11447
North America,Texas,Tyler,Mini Tech,5,Microsoft,Surface Studio,HDD,8GB,256GB,Juan,Garcia,419.316.6896x648,ureynolds@example.net,Courtney Morgan,Returns,Finance,44491,N/A,Offline,High,0,554,32159,2595,846,905,29990,33072
Africa,Ethiopia,Amhara,Greens Laptops and PCs,1,Microsoft,Surface Go,SSD,4GB,1TB,Ethan,Lee,(339)044-5258,yneal@example.org,Samuel Hurst,Repairs,Bank Transfer,44413,44414,Online,High,4928,189,14009,0,448,114,9538,14508
North America,North Carolina,Mooresville,ABC Computers,10,Toshiba,Tecra,SSD,8GB,1TB,Melinda,Jordan,380.929.6365x68614,cheyenne99@example.org,Brittany Franklin,Second-hand Sales,Bank Transfer,44637,44652,Online,Medium,0,163,19694,0,805,743,17803,21831
Africa,Nigeria,Cross River,KyaSand Tech Gadgets,5,Asus,ROG Strix Scar III,SSD,8GB,256GB,Kimberly,Whitaker,(871)842-3828x2205,lyoung@example.com,Jennifer Wolf,New Sales,Bank Transfer,44697,N/A,Offline,High,0,456,11739,0,711,940,9987,12399
Africa,Ghana,Western,Greens Laptops and PCs,5,Microsoft,Surface Hub,HDD,8GB,1TB,Reginald,Hopkins,001-745-322-3011x7070,andradeamanda@example.net,Jessica Morgan,New Sales,Bank Transfer,44918,44940,Online,Low,0,982,25759,0,654,129,25375,28234
North America,Texas,Abilene,Western International PCs,6,HP,Probook,SSD,8GB,500GB,Karen,Jimenez,001-872-039-9288x055,russomatthew@example.com,Lauren Morales,Returns,Finance,44668,44688,Online,High,0,483,4746,27694,519,279,4061,6816
Africa,Botswana,Kweneng,GHI Machines,2,Apple,Apple Mac Pro,HDD,8GB,1TB,David,Wheeler,007-168-9147,qbrown@example.net,Susan Nelson,Second-hand Sales,Finance,45035,N/A,Offline,High,0,42,11973,18148,595,329,10916,13019
North America,Illinois,Naperville,ABC Computers,4,Toshiba,Qosmio,SSD,2GB,500GB,Kimberly,Lopez,(720)918-9897,barbara63@example.org,Jason Phillips,New Sales,Cash,45106,45121,Online,Low,0,243,15196,0,576,353,14348,18078
North America,Pennsylvania,Altoona,Ricks Computers,4,Samsung,Notebook 9 Pen,SSD,2GB,1TB,Dylan,Wilson,(338)323-0270x4198,mistysalas@example.net,Carl Davis,Repairs,Bank Transfer,44335,N/A,Offline,Medium,3645,823,19090,0,800,881,17185,21580
Africa,Angola,Huila,Western International PCs,9,Dell,Venue,HDD,8GB,256GB,Tracy,Burnett,(028)664-5347,fosterroger@example.net,Kenneth Willis,Repairs,Cash,44689,44714,Online,Low,4880,528,23150,0,472,85,22357,25387
Africa,Ethiopia,Dire Dawa,XYZ Tech,4,Toshiba,Portege,SSD,4GB,500GB,Lisa,Wright,+1-049-257-2395x6777,johnbaxter@example.org,Steven Walls,Second-hand Sales,Finance,44560,44585,Online,Low,0,758,4864,34466,505,947,3715,8429
Africa,Tanzania,Dar es Salaam,XYZ Tech,9,Apple,Apple Lisa,HDD,2GB,256GB,Rachael,Holmes,396.994.5855x50711,nward@example.net,Aaron Taylor,Returns,Bank Transfer,45345,N/A,Offline,Low,0,576,7648,0,684,278,4478,8113
North America,California,Fresno,S & A Computer Place,5,Dell,Precision,SSD,8GB,500GB,Bianca,Olson,+1-460-666-7338x543,russellnancy@example.com,Rachel Mitchell,Second-hand Sales,Cash,45227,N/A,Offline,Medium,0,216,23891,0,765,393,23412,26028
North America,Georgia,Valdosta,Western International PCs,1,Toshiba,Dynabook,HDD,8GB,1TB,Fernando,Nichols,(883)314-6840x942,nward@example.com,Chris Jones,Returns,Bank Transfer,44421,N/A,Offline,High,0,827,6928,0,427,933,4871,7400
North America,California,Huntington Beach,DEF Machines,3,Asus,VivoBook Flip 14,SSD,8GB,256GB,Daniel,Thompson,155.146.4482x052,ymaldonado@example.org,Larry Smith,New Sales,Cash,44733,N/A,Offline,Medium,0,867,24484,0,548,31,21070,25209
